validfromdate,validfromyearweek,validtodate,personid,portfolioid,iscorporatepersonyn,dateinstroomweek,dateinstroommaand,instroomjaarweek,instroompakket,birthyear,geslacht,type,enofyn,corporateid,birthday,subtype,code,name,aantalbetaaltransacties,aantalatmtransacties,aantalpostransacties,aantalfueltransacties,lasttransaceow,pakketcategorie_x,betalenyn,saldobetalen,depositoyn,saldodeposito,flexibelsparenyn,saldoflexibelsparen,kwartaalsparenyn,saldokwartaalsparen,saldototaal,saldolangetermijnsparen,aantaltegenrekeningenlaatsteq,aantalloginsapp,aantalloginsweb,lastactivityeow,pakketcategorie_y,overstapserviceyn,betaalalertsyn,roodstandyn,saldoregulatieyn,appyn,activitystatus,accountoverlays
2016-10-17,201642,,b3fe0e737af139322952c5583e2d6968c5b67f0f,a102418714469691cf71c45ea382935d58ec1ec8,0,2016-10-23,2016-10-31,201642.0,Plus,1991.0,Man,Private Portfolio,0.0,,,,,,149.0,0.0,134.0,8.0,2020-12-27,Particulier Betalend,1.0,5970.58,0.0,0.0,1.0,5171.59,0.0,0.0,11142.17,0.0,33.0,81.0,5.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,0.0,1.0,4.0,
2018-01-16,201803,,391845e761147bd68d87c6237c309cc62e43493b,91b9fdb79f65e0db07f920776285d8b90cf5840c,0,2018-01-21,2018-01-31,201803.0,Plus,1958.0,Vrouw,Private Portfolio,0.0,,,,,,1.0,0.0,0.0,0.0,2020-12-27,Knab Basis,1.0,1298.09,0.0,0.0,1.0,25135.96,0.0,0.0,26434.05,0.0,0.0,0.0,0.0,2020-12-27,Knab Basis,0.0,1.0,0.0,0.0,1.0,2.0,
2017-07-26,201730,,bf8f12e0e079f6b24639171813a5babce760f25e,56f31a7bfba006105d8705233b52fc7c4933e3c4,0,2017-07-30,2017-07-31,201730.0,Zakelijk,1978.0,Man,Corporate Portfolio,0.0,695512cb6201af87feaaf592d95706826299e8a2,2017-05-01 00:00:00.000000,Besloten Vennootschap,6420.0,6420 - *Financiële holdings,36.0,0.0,10.0,2.0,2020-12-27,Zakelijk pakket,1.0,3803.89,0.0,0.0,1.0,0.09,0.0,0.0,3803.98,0.0,9.0,2.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,1.0
2016-01-05,201601,,b325655cebe73a22ac56434a767205f1d87def5f,a83eb31c2013dcde7780982d36e04ce20674083a,0,2016-01-10,2016-01-31,201601.0,Plus,1963.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27,201926,,64ae1c36ee1e401708c7784e5b6738923d61a3e5,541aa1c7957afe8e5ac0e65314b69de7e2145353,0,2019-06-30,2019-06-30,201926.0,Zakelijk,1989.0,Vrouw,Corporate Portfolio,0.0,4f0d1f54f0ae32e717f47bc7055715a4b6223e94,2019-01-01 00:00:00.000000,Eenmanszaak,7430.0,7430 - Vertalers en tolken,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2015-06-15,201525,,4ccc39d2caa693145e28fa84f118e1835d3f0520,0148f4b8361c53d403b48d69de6f7ac5e666a8e3,0,2015-06-21,2015-06-30,201525.0,Zakelijk,1967.0,Vrouw,Corporate Portfolio,0.0,00b3c4273668ad849f079d91d25af4481fa84dfe,2010-12-20 00:00:00.000000,Eenmanszaak,47899.0,47899 - * Markthandel in overige goederen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-24,201751,,2401c48b9c99ca480bf6194870ed36f12768da92,6ee0169fd5d78f46cac374bd5935b8704b27048b,0,2017-12-31,2017-12-31,201752.0,Plus,1970.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,330.0,2.0,292.0,0.0,2020-12-27,Particulier Betalend,1.0,2761.88,0.0,0.0,1.0,3900.44,1.0,5814.81,12477.13,5814.81,27.0,170.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,0.0,1.0,4.0,
2016-12-15,201650,,8591e9ea1921a0f6e8434bc012b17f4f8bc53481,300f11b6ffcc6ab6e19cef7c78a088628855bda7,0,2017-01-22,2017-01-31,201703.0,Zakelijk,1969.0,Man(nen) en vrouw(en),Corporate Portfolio,0.0,d50a0be8714f7b4e0de0dc77a475247b404cbfb2,2010-07-21 00:00:00.000000,Besloten Vennootschap,66193.0,"66193 - * Hypotheek- en kredietbemiddeling, geldwisselkantoren, bank- en spaaragentschappen e.d.",3.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,50727.28,0.0,0.0,0.0,0.0,1.0,0.0,50727.28,0.0,0.0,0.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,1.0,
2017-03-22,201712,,45fb4dee6a212a67ab4be7c80b30f28d1f969e01,8c88b3f00eb266feece78fb53e23e4324d3c3260,0,2017-04-16,2017-04-30,201715.0,Zakelijk,1973.0,Vrouwen,Corporate Portfolio,0.0,35ad0f7912e2a3aeb0e924ca3dea4a59e2d29da2,2000-06-15 00:00:00.000000,Maatschap,86913.0,86913 - Praktijken van psychotherapeuten en psychologen,7.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,4778.34,0.0,0.0,0.0,0.0,1.0,70168.19,74946.53,70168.19,1.0,0.0,4.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,1.0,0.0,2.0,1.0
2018-10-11,201841,,df5545b78936c79b59a3027bcfccdb7043107a1b,0d6f8cd095e198588f95a359aa7422a6ce5613c5,0,2018-10-14,2018-10-31,201841.0,Zakelijk,1974.0,Man,Corporate Portfolio,0.0,d21ed19f93dccf89599d2980c6cb3df57b7ea9a0,2018-10-10 00:00:00.000000,Besloten Vennootschap,6420.0,6420 - *Financiële holdings,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2018-08-22,201834,,b12578b9c517177cc5679b5f79b3cf4403853fbe,9a79112c7c43631514cdcf3820c2906fe8ca9139,0,2018-08-26,2018-08-31,201834.0,Zakelijk,1974.0,Man,Corporate Portfolio,0.0,67da10bf16827599a6bd27687141ed2df35bcc5a,2018-08-20 00:00:00.000000,Eenmanszaak,70221.0,70221 - Organisatie-adviesbureaus,39.0,0.0,10.0,2.0,2020-12-27,Zakelijk pakket,1.0,15138.88,0.0,0.0,1.0,6090.47,1.0,36088.71,57318.06,36088.71,11.0,30.0,0.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,1.0
2020-12-12,202050,,4b4be3fbe91ad22ae7223b5a089e265f466816db,0fff7b389a817a12b32807b2ab7606bf9eabeeb9,0,2020-12-20,,202051.0,Plus,1952.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,2.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1.0,2.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,1.0,
2018-05-30,201822,,edd9b27825bf77a4f943dee3edb6ebc6ac685cde,b24a45981aa6594606eb09339d29b6dbc2b05923,0,2018-06-03,2018-05-31,201822.0,Zakelijk,1989.0,Man,Corporate Portfolio,0.0,d2cdbaa7a0ac682a5e3c5d8464631aae32c461de,2013-07-19 00:00:00.000000,Eenmanszaak,6201.0,"6201 - Ontwikkelen, produceren en uitgeven van software",95.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,535.4,0.0,0.0,0.0,0.0,0.0,0.0,535.4,0.0,27.0,39.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,1.0
2018-09-11,201837,,fdf531c84103b9925e665ac9991485fcbfee7ef3,69142293253f07afde17f1cdf59fab11dec60d1e,0,2018-09-16,2018-09-30,201837.0,Plus,1964.0,Mannen,Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-12,201928,,c49a17a98100bcbd3e5ae85ea187837bf79635d8,8df52114b84ca92a39c15332413aec74b9351d81,0,2019-07-14,2019-07-31,201928.0,Zakelijk,1994.0,Man,Corporate Portfolio,0.0,363556a004908e0de80157c0cad6d71958fcb318,2019-06-17 00:00:00.000000,Eenmanszaak,4321.0,4321 - * Elektrotechnische bouwinstallatie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-21,201816,,3b81e12ae980d1339d749269ed82c47329e0acda,c398a60cb143ea6aab166aab12b0db9f13b863b4,0,2018-04-22,2018-04-30,201816.0,Zakelijk,1981.0,Man,Corporate Portfolio,0.0,2a5bb929bb9c6a957687666a7a280979424be8de,2018-04-20 00:00:00.000000,Eenmanszaak,70221.0,70221 - Organisatie-adviesbureaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-08,201849,,fe2470509e7cbc4f5a72fd5f12a0a9f461709837,31216a4228a949764674e17cda2ae355c94314c5,0,2018-12-30,2018-12-31,201852.0,Zakelijk,1988.0,Man,Corporate Portfolio,0.0,68fc5d255559e8cdbd1a2b96170a2657e14d5e70,2018-11-10 00:00:00.000000,Eenmanszaak,49391.0,49391 - Ongeregeld personenvervoer over de weg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,202032,,6b2e9799b683aac6fe8c7c1b865f6b00cf2f0524,389661171c9ff54e11b5cf3e1e6e3e5f58d31ff4,0,2020-08-09,2020-08-31,202032.0,Plus,1964.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-11,201850,,f27601cc765289d617c10ec4974d6e41c1d50da6,9727be8c6782d0822bf7aec0bcf8f5571bc5dcbe,0,2018-12-16,2018-12-31,201850.0,Zakelijk,1974.0,Man,Corporate Portfolio,0.0,3051ea5195b915b3a454a3fea8592336f7175dcd,2018-12-10 00:00:00.000000,Besloten Vennootschap,69102.0,69102 - Rechtskundige adviesbureaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-25,201543,,5ac2cd19ad6bffb7797d1b0117bfb9d9cf01b494,934d15f11f87a91010e46159f166a795cfc2936c,0,2015-11-01,2015-10-31,201544.0,Zakelijk,1958.0,Man,Corporate Portfolio,0.0,4fd906e4a3b0b5686f82c37997e741d64eecb230,2002-02-13 00:00:00.000000,Besloten Vennootschap,64303.0,64303 - Beleggingsinstellingen met beperkte toetreding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,201912,,a5bb4f3af807d4b3a249621201de5fa9aaf16508,e1a317d69f69bc907cf0ca14f3f4b58eb223f226,0,2019-03-24,2019-03-31,201912.0,Zakelijk,1962.0,Vrouw,Corporate Portfolio,0.0,eaa3f206b7a4d98dd36e2d3664582b072ae6544a,2005-08-15 00:00:00.000000,Eenmanszaak,96031.0,96031 - Uitvaartverzorging,11.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,3442.65,0.0,0.0,0.0,0.0,0.0,0.0,3442.65,0.0,3.0,2.0,5.0,2020-12-27,Zakelijk pakket,1.0,1.0,0.0,0.0,1.0,3.0,1.0
2018-03-14,201811,,15edc96065f001f7f69fe74578a08d49ce40528f,c8249af9b658c2c47783aa6b9590f8986bdcf325,0,2018-03-18,2018-03-31,201811.0,Plus,1978.0,Vrouw,Private Portfolio,0.0,,,,,,16.0,0.0,0.0,0.0,2020-12-27,Knab Basis,1.0,6908.54,0.0,0.0,0.0,0.0,0.0,0.0,6908.54,0.0,6.0,2.0,14.0,2020-12-27,Knab Basis,0.0,1.0,0.0,0.0,1.0,3.0,
2018-01-08,201802,,a1b5c9250a5d3c7df8ab99186f736c047accfbb6,3e351000a637ffb19fd85770955325cc19ea5bc0,0,2018-01-14,2018-01-31,201802.0,Plus,1951.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,252.0,2.0,254.0,6.0,2020-12-27,Particulier Betalend,1.0,7187.08,0.0,0.0,0.0,0.0,0.0,0.0,7187.08,0.0,48.0,79.0,0.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,0.0,1.0,4.0,
2019-09-24,201939,,f7e4d04823d970e6fd7f5005886e6c63fcd74914,991c72570c8e4259a4e65a93627fccd1761df751,0,2019-09-29,2019-09-30,201939.0,Zakelijk,1973.0,Vrouw,Corporate Portfolio,0.0,b04c9691969950b43aff6fb226882e9696f4d48d,2011-10-01 00:00:00.000000,Eenmanszaak,3211.0,3211 - * Slaan van munten en medailles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-20,201947,,bad8fadc6010ee1daee2eed5bea51f057c2cbc5b,c485230c3176b691f327f573587f2ba1fb5a0999,0,2019-11-24,2019-11-30,201947.0,Zakelijk,1977.0,Vrouw,Corporate Portfolio,0.0,d08c37fdbbaec0b0cb0631cea95aedfbbec77fd3,2019-01-01 00:00:00.000000,Eenmanszaak,85592.0,85592 - Bedrijfsopleiding en -training,39.0,2.0,4.0,0.0,2020-12-27,Zakelijk pakket,1.0,34336.25,0.0,0.0,1.0,8459.42,1.0,46143.42,88939.09,46143.42,8.0,120.0,0.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2017-11-17,201746,,c9b887bfe4fc2a4cb9aef6da216ab556dd835181,54365c77cf5e56e65eef3fb2848702d6b5fe3afe,0,2018-07-15,2018-07-31,201828.0,Plus,1958.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,201451,,962c2a91d75a7a717e6139f6187652574213d455,9745fbe9497cf752915a4fb6fe1b64625c3ea109,0,2014-12-21,2014-12-31,201451.0,Zakelijk,1961.0,Vrouw,Corporate Portfolio,0.0,d6bd94172518230088c3a2932f8dd20f55331286,2005-07-13 00:00:00.000000,Eenmanszaak,3109.0,3109 - Vervaardiging van overige meubels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-24,201839,,85491581f07aa631213ae296237bd140b626ed5b,94302a4d2cf54b8b30eec818a297f720960a0452,0,2018-09-30,2018-09-30,201839.0,Zakelijk,1988.0,Man,Corporate Portfolio,0.0,27f8791816557e5683255f507184f87faf51da10,2018-09-24 00:00:00.000000,Eenmanszaak,33121.0,33121 - Reparatie en onderhoud van machines voor algemeen gebruik en machine-onderdelen (geen gereedschap),75.0,0.0,16.0,0.0,2020-12-27,Zakelijk pakket,1.0,86.52,0.0,0.0,0.0,0.0,1.0,0.0,86.52,0.0,15.0,2970.0,0.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2015-11-29,201548,,531e35c84b3f4b5f6d08e159166e7ee4a7f26612,4e1f1a4f51ff2e4e34d69beee47b0be154cdea5f,0,2015-11-29,2015-11-30,201548.0,Plus,1972.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26,202035,,c2f30fcb25a15d7412684c8428dfdcf75c299315,87f6f607736816f56a2ff9c9f90a98e4b978f476,0,2020-08-30,2020-08-31,202035.0,Zakelijk,1997.0,Man,Corporate Portfolio,0.0,63ff69b15dacff29bbfbeaab1587f615408d1bfd,2019-05-01 00:00:00.000000,Eenmanszaak,82999.0,82999 - * Overige zakelijke dienstverlening n.e.g. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,201825,,5d545579630136ac0237214f4df332c9bf7dfd4a,3b7c63f887fe271bbf045c9384f46c843bdd7b9a,0,2018-06-24,2018-06-30,201825.0,Zakelijk,1978.0,Man,Corporate Portfolio,0.0,1419e7a46de79a392fb774e5c67d358b148e3ccc,2018-06-15 00:00:00.000000,Eenmanszaak,7112.0,7112 - Ingenieurs en overig technisch ontwerp en advies,139.0,12.0,104.0,10.0,2020-12-27,Zakelijk pakket,1.0,80711.12,0.0,0.0,1.0,20007.39,0.0,0.0,100718.51,0.0,31.0,143.0,5.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,1.0
2018-01-28,201804,,c8d801043ae0f0bd22444bc554808d93a5cfee6e,4cfb0b41916972f7c36a4445c0a3ce3ddfba5c8e,0,2018-02-04,2018-01-31,201805.0,Zakelijk,1989.0,Man,Corporate Portfolio,0.0,034137ff7aaf5d10fa69bdfd0400c979eedb3891,2015-11-14 00:00:00.000000,Eenmanszaak,69203.0,69203 - Boekhoudkantoren ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-12,201737,,41e9bce19d2196cdceedd593c31f37ae02b81f16,6a6a714d7364d3ce86fcb416c87066f16911b5f1,0,2017-09-17,2017-09-30,201737.0,Zakelijk,1974.0,Man(nen) en vrouw(en),Corporate Portfolio,0.0,fd98caed37b89d2e158fa67c2de43daf07319715,2016-02-17 00:00:00.000000,Vennootschap onder firma,8553.0,8553 - Auto- en motorrijscholen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-24,201725,,52e709bd2cf91712090424470a04f87c1fb1bea2,f4d5b39472a3a3f49a7d58e8753c3dc96082ff5d,0,2017-07-02,2017-06-30,201726.0,Zakelijk,1972.0,Mannen,Corporate Portfolio,0.0,7928299c12241ee621d09bb882597bd6c219beb0,2017-06-16 00:00:00.000000,Besloten Vennootschap,6201.0,"6201 - Ontwikkelen, produceren en uitgeven van software",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-21,201716,,05748d5cea05321d8e224af4b361eb1eec89e9c0,4c050df6d5ddf5772ddba49722a8e1ab6f764c79,0,2017-04-23,2017-04-30,201716.0,Plus,1960.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,8.0,0.0,0.0,0.0,2020-12-27,Particulier Betalend,1.0,9.64,0.0,0.0,0.0,0.0,1.0,23014.59,23024.23,23014.59,1.0,8.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,0.0,0.0,1.0,2.0,
2017-02-05,201705,,914c221c35c959f806c8932a596d2271773f41a4,a1f5696ec18283cd03affab2e8f417b6cdd7a4b7,0,2017-02-05,2017-02-28,201705.0,Plus,1967.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-07,201640,,39d6428989add216d3d3851905c4b566319eed9d,01d9fb0f6b7fc47af8b4e8c828993c9f2a7bd98a,0,2016-10-16,2016-10-31,201641.0,Zakelijk,1966.0,Vrouw,Corporate Portfolio,0.0,758c68ce7a9a3f8f275fd6dbb2a097bdf8076e1d,2016-10-01 00:00:00.000000,Eenmanszaak,6612.0,"6612 - * Commissionairs en makelaars in effecten, beleggingsadviseurs e.d.",21.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,157028.63,0.0,0.0,1.0,32054.24,1.0,45.9,189128.77,45.9,6.0,17.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,3.0,
2017-01-12,201702,,2f350567ddc9942fc8d272b53103f5e1b40d6198,351043ddcddd1cb3591337497bacba39dc233ec2,0,2017-01-22,2017-01-31,201703.0,Plus,1962.0,Man(nen) en vrouw(en),Private Portfolio,1.0,,,,,,260.0,2.0,234.0,2.0,2020-12-27,Particulier Betalend,1.0,1474.93,0.0,0.0,1.0,26833.52,0.0,0.0,28308.45,0.0,48.0,125.0,0.0,2020-12-27,Particulier Betalend,0.0,1.0,1.0,1.0,1.0,4.0,
2020-06-24,202026,,0cdf5436944aa528a30d6d960b627fdaec7efde6,dac0dd7a8d1c14b195c99fb3b887af31a915ceed,0,2020-06-28,2020-06-30,202026.0,Plus,1982.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,201827,,157bea73e2527a13fed2efdc65bb8df57b88ebc4,575f7581bdf269af26d423d06e499ee52f5a8587,0,2018-07-29,2018-07-31,201830.0,Plus,1993.0,Vrouw,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-03,201927,,d69ad0b6f3c34f74a14b9fb88c890b07ddca7b1f,4f5b3df286d3efb208a132df178250c2c1db88c3,0,2019-07-07,2019-07-31,201927.0,Zakelijk,1978.0,Man,Corporate Portfolio,0.0,72706f14ccd519e905d3f6ba355a01cc4db468b9,2019-07-01 00:00:00.000000,Eenmanszaak,45112.0,45112 - Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe),,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2016-06-21,201625,,0a6e6848119cf422601d03431ee2811eebbb17a9,3f4921b82658a9c6718eff913bd9ad337bdde9ce,0,2016-06-26,2016-06-30,201625.0,Zakelijk,1970.0,Man(nen) en vrouw(en),Corporate Portfolio,0.0,1d48d2ef682c0ac04367c654b3d30e67153f7b32,2016-06-16 00:00:00.000000,Vennootschap onder firma,85592.0,85592 - Bedrijfsopleiding en -training,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,201749,,c398521c4ff8bb2095594f7a81d491e67a1586c3,7bb6fb9edbebdecf46b1e399b858d57c3c949e54,0,2017-12-10,2017-12-31,201749.0,Zakelijk,1988.0,Vrouw,Corporate Portfolio,0.0,f7770ac235af9791f1461070399af4e6d0f599b9,2015-10-15 00:00:00.000000,Eenmanszaak,86913.0,86913 - Praktijken van psychotherapeuten en psychologen,32.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,123.0,2.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2018-01-31,201805,,bbf051b84b8ccefb05f04a1c4e523129026cb9ee,6b5281a08e23836eeb31fc224ea3e0b3b0f159fb,0,2018-02-04,2018-02-28,201805.0,Zakelijk,1973.0,Man,Corporate Portfolio,0.0,0bcfe0f7d2aef0e35cd0d391b31b1b561d074779,2018-01-11 00:00:00.000000,Eenmanszaak,1392.0,1392 - Vervaardiging van geconfectioneerde artikelen van textiel (geen kleding),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-17,201838,,7bc224fa372deef5dc64d162060756e532441f23,17b920094c4c97a4dc5656963b02f9d98b0b3cc3,0,2018-09-23,2018-09-30,201838.0,Zakelijk,1986.0,Man,Corporate Portfolio,0.0,ea5ab44e30540050b750aa6ded490e001cf0d1b1,2015-02-01 00:00:00.000000,Eenmanszaak,85519.0,85519 - Overig sport- en recreatieonderwijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2019-12-26,201952,,cb82a6a56392a89d07ddf50f0ded5331a14c2613,1d6a7ff0566d06f2c5e5025459d1f9e3e0617c91,0,2019-12-29,2019-12-31,201952.0,Zakelijk,1963.0,Man,Corporate Portfolio,0.0,743b079db4bae77dfc9505c21fbb95dfb6935d35,2006-01-01 00:00:00.000000,Eenmanszaak,86913.0,86913 - Praktijken van psychotherapeuten en psychologen,8.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,53.81,0.0,0.0,0.0,0.0,0.0,0.0,53.81,0.0,3.0,9.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,1.0,
2019-08-10,201932,,c59d0cfb095ae0637d6542149e90a1d581ffef6a,75cdd37dac3c61a7a64599e4f7b3c7baff2c061f,0,2019-08-11,2019-08-31,201932.0,Plus,1960.0,Man,Private Portfolio,0.0,,,,,,141.0,0.0,28.0,6.0,2020-12-27,Particulier Betalend,1.0,791.67,0.0,0.0,1.0,35761.77,0.0,0.0,36553.44,0.0,24.0,186.0,4.0,2020-12-27,Particulier Betalend,1.0,1.0,0.0,1.0,1.0,4.0,
2020-12-07,202050,,f6ca5b966e1c80197e6b1c61a691fe49a15ea206,b9b3fa657c26231914923ee141a7880b2b804147,0,2020-12-13,,202050.0,Zakelijk,1968.0,Vrouw,Corporate Portfolio,0.0,1e2ab0b222c2e86270428f0e5189f584d1e5f610,2020-12-01 00:00:00.000000,Eenmanszaak,47591.0,47591 - Winkels in meubels,8.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,3386.15,0.0,0.0,0.0,0.0,0.0,0.0,3386.15,0.0,6.0,,,,,,,,,,,1.0
2019-05-13,201920,,1c314a25ea8ca80cf973c997cc08b50b1d9ee993,b5fb059faabce3e027116de751728868f7a42a2e,0,2019-05-19,2019-05-31,201920.0,Zakelijk,1987.0,Mannen,Corporate Portfolio,0.0,e1082567c98e8acb9e1a3713c890c584a16822bb,2019-05-13 00:00:00.000000,Vennootschap onder firma,74101.0,74101 - Communicatie- en grafisch ontwerp,55.0,0.0,8.0,0.0,2020-12-27,Zakelijk pakket,1.0,1330.22,0.0,0.0,0.0,0.0,0.0,0.0,1330.22,0.0,24.0,57.0,0.0,2020-12-27,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,4.0,
2018-05-11,201819,,24904107445564fa7bd4f745d8c484feea7ba195,588d2655d789caa9a65733ec2411b42014d6ddc8,0,2018-05-13,2018-05-31,201819.0,Zakelijk,1978.0,Vrouw,Corporate Portfolio,0.0,00ce6e02e5122ad813c7bb3d4f4963b583b548bc,2016-01-01 00:00:00.000000,Eenmanszaak,7021.0,7021 - Public relationsbureaus,41.0,0.0,2.0,0.0,2020-12-27,Zakelijk pakket,1.0,5833.6,0.0,0.0,0.0,0.0,1.0,42544.15,48377.75,42544.15,13.0,147.0,2.0,2020-12-27,Zakelijk pakket,1.0,1.0,0.0,0.0,1.0,4.0,
2016-06-09,201623,,5d83e0b9ae982a05b4cb0fba514e7026c243a6a6,08ad267f7fa8d3bde50be1086d9553247daafe4d,0,2016-06-12,2016-06-30,201623.0,Zakelijk,1984.0,Man,Corporate Portfolio,0.0,e1f4965f75a4140212b91ace29cfde4bec345692,2016-04-18 00:00:00.000000,Eenmanszaak,6201.0,"6201 - Ontwikkelen, produceren en uitgeven van software",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-11,201706,,28b73cd99321a4c7381cf7e4c6fe93a3c2edf1f3,5ada8cd699104d351aef1c6b32c7423a257aec1c,0,2017-02-26,2017-02-28,201708.0,Zakelijk,1970.0,Man(nen) en vrouw(en),Corporate Portfolio,0.0,f83f52791aff2ca554d6db88313edd8f37202cea,2015-11-11 00:00:00.000000,Besloten Vennootschap,6420.0,6420 - *Financiële holdings,23.0,0.0,0.0,0.0,2020-12-27,Zakelijk pakket,1.0,1280.54,0.0,0.0,0.0,0.0,1.0,8340.26,9620.8,8340.26,3.0,21.0,0.0,2020-12-07,Zakelijk pakket,0.0,1.0,0.0,0.0,1.0,3.0,
2019-12-13,201950,,97c0e3efb324e6b4ed307e2d89f355812c27e43d,1c7e4a9669e2e9630ee901d69ce594fdea7ad3cf,0,2019-12-15,2019-12-31,201950.0,Zakelijk,1992.0,Man,Corporate Portfolio,0.0,db0e74efec7751adf508dd26affb549cd77cb187,2019-12-11 00:00:00.000000,Eenmanszaak,47916.0,47916 - Detailhandel via internet in vrijetijdsartikelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,201901,,6796e97ef37a35cb5e69f871d6434d3754209274,d954f980dabfd30e12ee59f49d387a7fd0dcfd0f,0,2020-08-02,2020-07-31,202031.0,Plus,1971.0,Man,Private Portfolio,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
