valid_from_dateeow,valid_to_dateeow,personid,age_hh,hh_child,hh_size,income,educat4,housetype,finergy_tp,lfase,business_x,huidigewaarde_klasse,business_y,aantaltegenrekeningenlaatsteq_business,aantalloginsapp_business,aantalloginsweb_business,activitystatus_business,accountoverlay,retail,aantaltegenrekeningenlaatsteq_retail,aantalloginsapp_retail,aantalloginsweb_retail,activitystatus_retail,joint,aantaltegenrekeningenlaatsteq_joint,aantalloginsapp_joint,aantalloginsweb_joint,activitystatus_joint,portofliocountstotal,birthyear,geslacht
2018-11-04,,fb61f466d7ddf7d6c6b532b58e53a8262fa54b65,4.0,2.0,4.0,3.0,3.0,4.0,B04,2.0,2.0,4.0,,,,,,,,,,,,,,,,,2,,
2016-11-27,,79eed487ea93f3279e674f5ca6c63679e88d64f0,8.0,2.0,4.0,5.0,3.0,2.0,A01,4.0,2.0,8.0,2.0,3.0,6.0,16.0,1.0,,,,,,,,,,,,3,1969.0,Vrouwen
2016-11-27,,79eed487ea93f3279e674f5ca6c63679e88d64f0,8.0,2.0,4.0,5.0,3.0,2.0,A01,4.0,2.0,8.0,2.0,3.0,6.0,16.0,1.0,,,,,,,,,,,,3,1969.0,Vrouw
2018-11-18,,1f668a98d03a12f2dba34401cf300ef4323d2080,9.0,9.0,11.0,5.0,4.0,2.0,C09,7.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,2,1956.0,Man(nen) en vrouw(en)
2020-08-09,,926c4c3ba8a4c3ebad45b95e2c72033e532612c8,7.0,2.0,3.0,3.0,2.0,4.0,B04,5.0,1.0,5.0,,,,,,,,,,,,1.0,22.0,74.0,0.0,4.0,2,1992.0,Man(nen) en vrouw(en)
2015-10-11,,f90f19f235aef229a00abc655556b7429aebbc1d,,,,,,,Z99,,7.0,0.0,1.0,41.0,19.0,10.0,4.0,,,,,,,,,,,,2,1990.0,Vrouw
2015-01-04,,731ea2f6027fdbb56d28efafad4480055bda387a,8.0,9.0,11.0,5.0,3.0,2.0,A01,7.0,1.0,8.0,,,,,,,1.0,3.0,45.0,1.0,3.0,,,,,,1,1959.0,Man
2014-11-23,,b7a454f1cc767db0adf8af1c0b292f7808f49623,11.0,9.0,11.0,4.0,4.0,1.0,D12,8.0,2.0,7.0,,,,,,,,,,,,,,,,,2,,
2014-10-26,,37c24a7503ae584ba71d1b52d13095126e076d0d,6.0,3.0,5.0,5.0,4.0,1.0,F16,3.0,2.0,6.0,,,,,,,,,,,,,,,,,2,,
2018-10-14,,df5545b78936c79b59a3027bcfccdb7043107a1b,5.0,3.0,5.0,5.0,3.0,1.0,G22,3.0,1.0,6.0,1.0,,,,,1.0,,,,,,,,,,,2,1974.0,Man
2018-09-09,,32044fbe58f8129e7d5c15596a83b73c42a6b611,6.0,9.0,10.0,5.0,4.0,3.0,F17,6.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2020-05-24,,8866ad823378ebfa238f3756ddab5d0439247cb6,7.0,2.0,4.0,3.0,2.0,4.0,I26,5.0,1.0,8.0,1.0,6.0,4.0,0.0,3.0,,,,,,,,,,,,2,1967.0,Vrouw
2020-07-12,,43221f824d7bf2b08ce3ed9d1520ea0049708dc2,4.0,2.0,4.0,5.0,4.0,4.0,F17,3.0,2.0,6.0,1.0,,,,,1.0,,,,,,,,,,,2,1979.0,Man
2018-06-10,,533dd5e656d5d5674fba8851ef9af019ea8f5fa5,5.0,2.0,4.0,4.0,2.0,4.0,F16,5.0,1.0,4.0,1.0,52.0,240.0,0.0,4.0,,,,,,,1.0,43.0,240.0,0.0,4.0,3,1975.0,Man(nen) en vrouw(en)
2020-03-08,,a97137d505ebbe0d2c7ad54b906d7df83ccafe03,8.0,9.0,11.0,5.0,3.0,1.0,D10,7.0,1.0,10.0,,,,,,,1.0,31.0,213.0,0.0,4.0,1.0,11.0,253.0,0.0,3.0,2,1994.0,Man
2020-03-08,,a97137d505ebbe0d2c7ad54b906d7df83ccafe03,8.0,9.0,11.0,5.0,3.0,1.0,D10,7.0,1.0,10.0,,,,,,,1.0,31.0,213.0,0.0,4.0,1.0,11.0,253.0,0.0,3.0,2,1994.0,Man(nen) en vrouw(en)
2020-03-22,,6faf81db40aa5fef61be013b8439c04c410c8c18,7.0,1.0,2.0,2.0,1.0,4.0,J27,5.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,2,1996.0,Man
2016-07-03,,f01a7b27151bfdccaca72018b526318d22dd5757,7.0,9.0,10.0,5.0,3.0,1.0,C07,7.0,1.0,8.0,,,,,,,1.0,,,,,,,,,,1,1966.0,Man
2019-09-01,,9e3fef57cfd33b6d27887dc5633234e5997e66b4,3.0,2.0,4.0,3.0,3.0,2.0,E15,2.0,1.0,6.0,1.0,9.0,42.0,1.0,4.0,,,,,,,,,,,,2,1986.0,Vrouw
2020-10-18,,6ff9929e880022ef2c93bd577f805ec42de10467,7.0,9.0,11.0,3.0,2.0,4.0,J29,7.0,1.0,3.0,,,,,,,,,,,,1.0,58.0,208.0,1.0,4.0,2,1990.0,Man(nen) en vrouw(en)
2019-06-30,,64ae1c36ee1e401708c7784e5b6738923d61a3e5,7.0,2.0,4.0,5.0,4.0,4.0,C06,5.0,2.0,7.0,1.0,,,,,1.0,,,,,,,,,,,2,1989.0,Vrouw
2019-06-09,,66f7074a791bbea09c861ca6ddabdfce701cf60b,7.0,1.0,3.0,5.0,2.0,1.0,C07,5.0,1.0,6.0,,,,,,,1.0,0.0,3.0,6.0,2.0,,,,,,1,2000.0,Man
2019-08-18,,576a04a941ae5af7aa4a18010ebbd90ada3f53e3,5.0,9.0,11.0,3.0,2.0,5.0,I25,6.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,2,1986.0,Man(nen) en vrouw(en)
2019-12-15,,ee5629371e564c6a392bb927268101e65ce42529,5.0,9.0,11.0,5.0,4.0,4.0,B04,6.0,1.0,9.0,1.0,5.0,20.0,0.0,3.0,,,,,,,,,,,,2,1974.0,Man
2014-08-24,,fe576a823ae9d819d04c22d7f5ed39e780a89491,5.0,3.0,5.0,5.0,3.0,2.0,F16,3.0,1.0,6.0,,,,,,,1.0,3.0,22.0,0.0,3.0,,,,,,1,1976.0,Vrouw
2018-10-07,,6dbfbf6c82ecb2df858a8029812c63233ddb9e6a,9.0,2.0,4.0,5.0,3.0,1.0,D12,5.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2017-08-06,,2f794feec86ddccad3a51b108fc025eda8434a3b,9.0,1.0,3.0,5.0,3.0,4.0,B05,5.0,1.0,9.0,,,,,,,1.0,,,,,,,,,,1,1959.0,Vrouw
2019-09-01,,a00010016539c00bb13470ab079620b0b8f1996d,4.0,9.0,11.0,5.0,4.0,2.0,B04,6.0,1.0,8.0,1.0,,,,,1.0,,,,,,,,,,,2,1985.0,Vrouw
2018-07-22,,ceb6fe39828279cdca375dc691f6b576f3dbc178,12.0,9.0,11.0,3.0,4.0,5.0,E15,8.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2020-07-12,,80b471d2ddd681ebfcc92f12ca604e8b2b07e435,3.0,9.0,10.0,3.0,4.0,5.0,H23,1.0,1.0,5.0,,,,,,,1.0,,,,,,,,,,1,1982.0,Man
2014-07-13,,db2e6cc3a7b0fdcd2fa5071d86dce9d3345d3cdf,3.0,3.0,5.0,5.0,4.0,5.0,G22,3.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2015-11-29,,de645c67d64b682c860e9b42233850e743dfd4cd,2.0,9.0,10.0,5.0,4.0,1.0,D12,1.0,2.0,8.0,,,,,,,,,,,,,,,,,1,,
2016-07-24,,5529c7fe784283a08865aafb303070dcbcc5c6cd,,,,,,,Z99,,7.0,0.0,,,,,,,1.0,6.0,20.0,0.0,3.0,,,,,,1,1983.0,Man
2014-05-11,,131bb06b7a3bbba0ca6f1f1a60793570e79c50bc,4.0,9.0,10.0,3.0,4.0,5.0,F18,6.0,2.0,4.0,1.0,,,,,1.0,1.0,,,,,,,,,,3,1982.0,Man
2018-08-26,,b12578b9c517177cc5679b5f79b3cf4403853fbe,8.0,1.0,3.0,5.0,3.0,2.0,F16,2.0,1.0,9.0,1.0,11.0,30.0,0.0,4.0,1.0,,,,,,,,,,,2,1974.0,Man
2019-08-18,,fc22502379d3b4bc002fb45b68b6af6adc08101d,13.0,9.0,10.0,3.0,2.0,4.0,E15,8.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,2,1967.0,Vrouw
2015-01-18,,4cbf0e02f1f33ebb2a3df25d5f6167b8f6d4fbc0,9.0,9.0,11.0,5.0,4.0,3.0,D13,7.0,1.0,6.0,,,,,,,1.0,,,,,,,,,,2,1959.0,Vrouw
2014-12-28,,0ea8739fce53e52c32db87fae162fddf2218f259,4.0,9.0,11.0,3.0,3.0,4.0,F16,6.0,1.0,5.0,,,,,,,,,,,,,,,,,1,,
2015-08-09,,72d57038b219fb2b99e49094b2a560d486c208e3,8.0,2.0,4.0,5.0,4.0,5.0,G21,5.0,2.0,8.0,,,,,,,,,,,,,,,,,2,,
2019-03-31,,b99ac0d9588acd5b88876146cdf29d7a53ca309f,9.0,9.0,11.0,5.0,3.0,5.0,D13,7.0,1.0,6.0,,,,,,,1.0,,,,,,,,,,1,1953.0,Vrouw
2020-04-26,,c3e2dac9142c58c1f6710701ddfb230d18232e49,7.0,9.0,11.0,2.0,2.0,2.0,C09,7.0,1.0,2.0,,,,,,,,,,,,,,,,,2,,
2019-05-05,,6d69cb5212218438e7884042f38bc3a2affa1371,7.0,2.0,4.0,4.0,2.0,4.0,F16,4.0,2.0,4.0,1.0,,,,,1.0,1.0,,,,,,,,,,2,1986.0,Vrouw
2018-04-01,,680609fd6c236b719436335e15f68d8c0ea7bebe,3.0,1.0,2.0,4.0,3.0,3.0,J28,2.0,1.0,6.0,,,,,,,,,,,,1.0,16.0,216.0,0.0,3.0,2,1974.0,Vrouwen
2016-02-28,,12bf82129255c5012bba58f805b34904376406b2,10.0,1.0,3.0,5.0,3.0,1.0,C07,5.0,2.0,5.0,,,,,,,,,,,,,,,,,2,,
2020-07-12,,f56a70db958887fdbf10369394698922880c97c6,7.0,1.0,3.0,5.0,2.0,2.0,A01,5.0,1.0,8.0,,,,,,,,,,,,1.0,,,,,2,1989.0,Man(nen) en vrouw(en)
2018-11-11,,778a642c39e3ecf4eab9153565e9b18fa4bb98fb,6.0,3.0,5.0,3.0,2.0,4.0,F16,5.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1975.0,Vrouw
2014-12-28,,ed426ab9233ec3c05826aa8a78641c23ef01ee69,4.0,2.0,3.0,3.0,2.0,5.0,G20,2.0,1.0,3.0,,,,,,,,,,,,,,,,,1,,
2020-09-27,,c6ccee7c8939167d43064a37f21a40a62678a5fc,13.0,9.0,11.0,3.0,2.0,2.0,E15,8.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,2001.0,Man
2016-04-17,,2a974bbff012024d9418e4697c76638ecf803335,6.0,3.0,5.0,2.0,2.0,4.0,I25,4.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1971.0,Vrouw
2020-10-04,,3fca5e526f09ed0fa1884b67cf06b0fe05407996,7.0,9.0,10.0,1.0,1.0,5.0,G21,7.0,1.0,1.0,1.0,15.0,119.0,8.0,4.0,1.0,,,,,,,,,,,2,1998.0,Mannen
2017-09-10,,6e24fc2dda9b4fee7d6a9faf28fc032a6af9dcd6,9.0,1.0,3.0,5.0,4.0,4.0,B05,5.0,1.0,8.0,1.0,11.0,41.0,0.0,4.0,1.0,,,,,,,,,,,3,1996.0,Man
2017-04-30,,9f72964fb8a34223afc470495c6d7561a8916dab,9.0,9.0,11.0,5.0,4.0,1.0,D10,7.0,2.0,5.0,,,,,,,,,,,,,,,,,2,,
2017-11-19,,c9b887bfe4fc2a4cb9aef6da216ab556dd835181,9.0,1.0,3.0,3.0,3.0,4.0,I25,5.0,2.0,4.0,1.0,,,,,,1.0,,,,,,,,,,2,1958.0,Vrouw
2018-12-23,,4362d56c838b9503fbf5c641853a61724b983fd1,5.0,3.0,5.0,5.0,3.0,1.0,B04,4.0,2.0,9.0,2.0,1.0,54.0,2.0,1.0,,,,,,,,,,,,3,1970.0,Mannen
2018-12-23,,4362d56c838b9503fbf5c641853a61724b983fd1,5.0,3.0,5.0,5.0,3.0,1.0,B04,4.0,2.0,9.0,2.0,1.0,54.0,2.0,1.0,,,,,,,,,,,,3,1972.0,Man(nen) en vrouw(en)
2018-04-22,,644cab1af9518da5e59971a3847c595936683cbd,6.0,2.0,4.0,5.0,2.0,1.0,C07,4.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,2,1973.0,Man
2020-11-01,,0c04ce053be39a0f6ea249cc7c568200b76faa56,3.0,9.0,10.0,3.0,2.0,5.0,F17,1.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,1,1985.0,Man
2020-10-18,,28c9bff67ce07f2dc4e1047067b83c779cf17f15,1.0,9.0,10.0,1.0,2.0,5.0,G22,1.0,2.0,2.0,,,,,,,1.0,13.0,109.0,0.0,3.0,,,,,,1,1993.0,Vrouw
2014-08-17,,9522774e8f299c33faf54926c4d4d079214e02ec,5.0,3.0,5.0,5.0,4.0,1.0,A02,3.0,2.0,10.0,,,,,,,,,,,,,,,,,2,,
2018-11-11,,37e76a35cc1aba029ea7908fb3423e4cef6a836d,2.0,9.0,11.0,2.0,3.0,5.0,G20,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,2,1992.0,Mannen
2015-06-21,,8307ba63a5b27a91d0ca99f3221f6f08f3510f7a,6.0,3.0,5.0,4.0,2.0,4.0,C06,4.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,2,1971.0,Man
2020-05-10,,e49ac063c1ffe921afb7af7336f7d8e41159540c,5.0,9.0,11.0,4.0,3.0,4.0,C09,6.0,2.0,4.0,1.0,,,,,1.0,,,,,,,,,,,2,1990.0,Man(nen) en vrouw(en)
2016-12-04,,af43353c51a6850c2157b2a95e25aaf7a6c6fa04,3.0,9.0,11.0,3.0,2.0,4.0,F18,1.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2020-02-02,,4c6fe5147c81023bb71ac2be66816458a98637c3,5.0,2.0,4.0,4.0,3.0,2.0,F16,3.0,2.0,4.0,1.0,18.0,33.0,0.0,4.0,1.0,,,,,,,,,,,2,1976.0,Man
2016-05-22,,58617f06af67528c5c5dee2a7a277a9f4f70eb5f,8.0,9.0,11.0,5.0,4.0,2.0,D12,7.0,2.0,7.0,,,,,,,,,,,,,,,,,2,,
2014-09-28,,3c30e78d08ef93b3fabdb032a7247ca1cb0bcdd3,5.0,9.0,10.0,2.0,4.0,5.0,F18,6.0,2.0,3.0,,,,,,,,,,,,,,,,,2,,
2016-08-28,,bce7b1691c0f772b696049b0eb9fa0c66e748685,5.0,3.0,5.0,5.0,3.0,4.0,B04,3.0,2.0,5.0,,,,,,,1.0,,,,,,,,,,1,1978.0,Man
2018-08-12,,f49abc4e9edff9faa5000e4e869de6248614742d,4.0,2.0,4.0,5.0,4.0,4.0,F17,3.0,2.0,5.0,,,,,,,,,,,,,,,,,2,,
2018-03-18,,15edc96065f001f7f69fe74578a08d49ce40528f,10.0,9.0,10.0,3.0,3.0,4.0,C09,8.0,2.0,4.0,,,,,,,1.0,6.0,2.0,14.0,3.0,,,,,,1,1978.0,Vrouw
2020-06-21,,cdc4ae318b935c1bb39a8d75c11e39e8829ea593,10.0,9.0,11.0,2.0,2.0,4.0,E14,8.0,2.0,5.0,,,,,,,,,,,,1.0,26.0,277.0,0.0,4.0,2,1994.0,Man(nen) en vrouw(en)
2020-03-01,,b51d0e59da278ba05076226ccdbaddb00b640972,7.0,9.0,11.0,1.0,1.0,4.0,I26,7.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2015-02-15,,ba2be49c1508c1239f9ce547ac9bdc875f0562ea,8.0,9.0,10.0,3.0,2.0,4.0,F17,7.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1962.0,Man
2016-08-07,,ce4464b7a4cb4ff4a7a8ff52b83f675dfcd58c63,7.0,2.0,4.0,4.0,2.0,2.0,C06,5.0,1.0,5.0,1.0,,,,,1.0,1.0,,,,,,,,,,4,1970.0,Man
2014-09-28,,b4c63f32290859e1d9e927ac2a723a21cfaa0dde,9.0,9.0,10.0,2.0,2.0,5.0,H23,7.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,1,1956.0,Vrouw
2020-07-12,,22e1c45f1b0778e4b160a8238a59caef6cd65cd4,13.0,9.0,11.0,3.0,1.0,2.0,E15,8.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,2,1976.0,Vrouw
2017-08-06,,a84d2fa98a3d05edb7053e1f63e71b67220da88e,5.0,2.0,4.0,4.0,3.0,1.0,B04,3.0,2.0,6.0,1.0,20.0,74.0,0.0,4.0,1.0,,,,,,,,,,,2,1977.0,Man(nen) en vrouw(en)
2015-11-22,,77187d43627c0e1c573ea1a914176ac92e1216b6,13.0,9.0,10.0,3.0,2.0,1.0,C08,8.0,1.0,3.0,,,,,,,,,,,,,,,,,1,,
2014-09-21,,b15947e343c5044472a595e545fd05a5f85df525,3.0,1.0,3.0,5.0,4.0,2.0,C09,2.0,1.0,6.0,,,,,,,1.0,1.0,38.0,0.0,2.0,1.0,54.0,204.0,0.0,4.0,2,1986.0,Man(nen) en vrouw(en)
2014-09-21,,b15947e343c5044472a595e545fd05a5f85df525,3.0,1.0,3.0,5.0,4.0,2.0,C09,2.0,1.0,6.0,,,,,,,1.0,1.0,38.0,0.0,2.0,1.0,54.0,204.0,0.0,4.0,2,1986.0,Vrouw
2015-01-18,,e073eb354a9c21dc30f11b2068cad614b3eae602,9.0,9.0,11.0,4.0,2.0,2.0,D13,7.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2019-02-03,,ffe457524394dca68e4d8ce1b2a096682d1ae879,8.0,2.0,4.0,5.0,3.0,1.0,A01,5.0,1.0,10.0,,,,,,,,,,,,1.0,18.0,35.0,6.0,3.0,2,1992.0,Man(nen) en vrouw(en)
2015-05-24,,a33f4337d8ca1884d73568621390155f774dc191,6.0,2.0,4.0,5.0,2.0,2.0,C08,5.0,1.0,5.0,,,,,,,,,,,,,,,,,1,,
2020-04-26,,0635f18a8ee416035c21c6efd406c1074abda78c,9.0,9.0,10.0,5.0,3.0,4.0,B04,7.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1985.0,Vrouw
2015-12-06,,65577579bf6b247ea5b38c934303239f722b65b2,9.0,1.0,3.0,5.0,3.0,4.0,D13,5.0,1.0,9.0,,,,,,,,,,,,1.0,2.0,33.0,2.0,2.0,2,1955.0,Man(nen) en vrouw(en)
2019-03-31,,bc2e5e224c56aee054e598400599e83d10147659,2.0,9.0,10.0,3.0,2.0,1.0,F16,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1992.0,Vrouw
2018-09-30,,714f4e3fffa4516eead430b51d6f52e5a86039e2,2.0,1.0,3.0,2.0,2.0,2.0,F16,2.0,1.0,1.0,1.0,69.0,198.0,0.0,4.0,,,,,,,,,,,,2,1983.0,Man
2017-08-06,,3f474fe007555efd23df1544d1dcd2d766811229,7.0,1.0,3.0,2.0,2.0,4.0,I26,3.0,1.0,4.0,,,,,,,,,,,,1.0,,,,,2,1970.0,Man(nen) en vrouw(en)
2016-08-28,,89ef546cfd4f7d03f076e9812a9867f3f4c73a67,5.0,9.0,11.0,5.0,4.0,2.0,C09,6.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,2,1972.0,Mannen
2020-09-27,,286bd2ea1bc096594d78436fe1f659c388527b08,5.0,3.0,5.0,5.0,4.0,4.0,B04,5.0,2.0,8.0,1.0,44.0,186.0,0.0,4.0,,,,,,,,,,,,2,1976.0,Man(nen) en vrouw(en)
2016-04-03,,7ec17f867ecff99362adb8236c3b825fe49679af,8.0,2.0,4.0,5.0,2.0,2.0,B05,5.0,1.0,6.0,,,,,,,,,,,,1.0,,,,,2,1960.0,Man(nen) en vrouw(en)
2014-03-23,,21622f6a3d5465c503ecbf2fe7e8bd708c6719ee,3.0,1.0,2.0,2.0,2.0,4.0,I25,2.0,1.0,3.0,,,,,,,,,,,,,,,,,1,,
2018-11-11,,c4db78208880ccb60fa0f2e2acb657567d32947e,8.0,1.0,3.0,5.0,3.0,1.0,F17,5.0,1.0,9.0,,,,,,,,,,,,,,,,,2,,
2020-12-27,,4307968e003ee2c8efecf5b74155064cf0195078,6.0,3.0,5.0,3.0,2.0,2.0,F16,4.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,1970.0,Man
2016-06-12,,5d83e0b9ae982a05b4cb0fba514e7026c243a6a6,3.0,1.0,3.0,3.0,3.0,4.0,F16,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1984.0,Man
2014-04-13,,6ecb5b06a1f196c2995ef641346d05e1d8392f31,7.0,9.0,11.0,5.0,4.0,1.0,C07,7.0,1.0,10.0,,,,,,,,,,,,,,,,,1,,
2020-06-07,,68f56d310294d898a22532da5bdfeeffc0c2eb44,8.0,1.0,3.0,5.0,4.0,4.0,A01,5.0,2.0,8.0,,,,,,,,,,,,1.0,,,,,2,1989.0,Man(nen) en vrouw(en)
2020-04-19,,435beab6d9a407452fa70ac01e20e3b54717d909,6.0,9.0,11.0,3.0,2.0,4.0,H23,6.0,1.0,6.0,,,,,,,,,,,,,,,,,1,,
2020-12-06,,fef37cb6e8aec9420cde55c7c598fb9624f9ad5d,5.0,3.0,5.0,5.0,3.0,3.0,F16,4.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1982.0,Vrouw
2020-07-26,,f6dc4c25a7ece040ade05600fd3fc98cab2c6273,10.0,9.0,10.0,5.0,3.0,1.0,A03,8.0,1.0,9.0,2.0,20.0,66.0,7.0,4.0,2.0,1.0,3.0,50.0,6.0,3.0,,,,,,3,1986.0,Man
2020-07-26,,f6dc4c25a7ece040ade05600fd3fc98cab2c6273,10.0,9.0,10.0,5.0,3.0,1.0,A03,8.0,1.0,9.0,2.0,20.0,66.0,7.0,4.0,2.0,1.0,3.0,50.0,6.0,3.0,,,,,,3,1986.0,Mannen
2015-09-13,,77d4b8ee8c1864290e0d68afc0d51d5ea0c22a33,5.0,3.0,5.0,5.0,4.0,5.0,G22,4.0,2.0,9.0,,,,,,,,,,,,,,,,,1,,
2015-07-26,,c10f97bf6053714c3a292cea9286968846782199,12.0,9.0,11.0,2.0,1.0,4.0,J29,8.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2018-04-22,,ecff649f27cc0c460cbad4c14be918a3a23259b1,4.0,1.0,3.0,5.0,3.0,4.0,H24,2.0,1.0,6.0,,,,,,,,,,,,,,,,,2,,
2018-01-14,,0f30b3e5d6dfde432e3f88c068e06d2020dc0127,4.0,2.0,4.0,3.0,2.0,4.0,I26,3.0,2.0,6.0,1.0,29.0,22.0,5.0,4.0,,,,,,,,,,,,2,1972.0,Man
2020-12-13,,4eca96df07b072385dbb0131ee4e21d2fd5ae170,2.0,9.0,10.0,1.0,2.0,5.0,I25,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,2,1992.0,Man
2016-01-17,,05aa721becafa75eee95bbb9e2108ac9fdba207f,6.0,2.0,4.0,2.0,1.0,4.0,H24,4.0,1.0,3.0,,,,,,,,,,,,,,,,,1,,
2019-09-29,,e1ec7d5edc5a71e62f813b99cc36e1ada8d2260e,11.0,9.0,10.0,5.0,4.0,2.0,D13,8.0,1.0,6.0,1.0,44.0,18.0,0.0,4.0,1.0,,,,,,,,,,,2,1988.0,Man
2018-04-22,,7d0d7b1bf06eff7a60b45deaafaac0a45c7c4dfc,5.0,3.0,4.0,3.0,2.0,3.0,F18,5.0,1.0,4.0,1.0,16.0,18.0,0.0,4.0,,,,,,,,,,,,2,1987.0,Vrouw
2018-12-23,,47355ad192b440ef28dae8d496666e4eda079233,11.0,9.0,10.0,3.0,4.0,1.0,E14,8.0,2.0,4.0,1.0,,,,,1.0,,,,,,,,,,,2,1988.0,Vrouw
2017-01-01,,34b605732e70909ab91f808ea634e363379e8ce7,2.0,9.0,10.0,1.0,3.0,5.0,H23,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1,1967.0,Vrouw
2015-11-08,,4effdf615467397a2733c5d581cf3cb2d0268eb8,4.0,2.0,3.0,3.0,4.0,4.0,I26,2.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2020-08-02,,071bfa18706104a280f43086155cb9152ae91b55,8.0,9.0,10.0,2.0,2.0,5.0,F18,7.0,1.0,2.0,1.0,10.0,182.0,0.0,4.0,,,,,,,,,,,,2,1963.0,Vrouw
2020-09-20,,c398521c4ff8bb2095594f7a81d491e67a1586c3,2.0,9.0,10.0,2.0,2.0,4.0,F16,1.0,1.0,4.0,1.0,15.0,123.0,2.0,4.0,,,,,,,1.0,23.0,172.0,2.0,4.0,3,1988.0,Vrouw
2020-09-20,,c398521c4ff8bb2095594f7a81d491e67a1586c3,2.0,9.0,10.0,2.0,2.0,4.0,F16,1.0,1.0,4.0,1.0,15.0,123.0,2.0,4.0,,,,,,,1.0,23.0,172.0,2.0,4.0,3,1980.0,Man(nen) en vrouw(en)
2016-10-30,,ce09966d129b8ac1e9e8bf01321c774aed03e712,3.0,2.0,3.0,2.0,2.0,4.0,H24,2.0,2.0,4.0,1.0,,,,,,1.0,,,,,,,,,,2,1984.0,Vrouw
2016-09-18,,9c1f2d1b5945eb008db12fd178f9814216704cac,6.0,2.0,4.0,5.0,4.0,1.0,A02,5.0,2.0,10.0,1.0,,,,,,,,,,,,,,,,2,1971.0,Vrouw
2015-04-26,,25da0cd0ab6f89fa580396f20d53fde9c993bc0a,9.0,9.0,11.0,5.0,4.0,4.0,D13,7.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,2,1954.0,Man
2018-05-20,,2c316365ec6308de367feaf9c3beafbdbfd5f543,8.0,2.0,4.0,5.0,4.0,1.0,B05,5.0,1.0,9.0,,,,,,,,,,,,1.0,,,,,2,1961.0,Man(nen) en vrouw(en)
2016-09-18,,a34789e5c3c009bc7797755587ed914b68a3ed53,7.0,1.0,3.0,5.0,4.0,4.0,A01,4.0,2.0,10.0,1.0,,,,,,,,,,,,,,,,2,1967.0,Man
2020-03-15,,05c7399eb71022252394da9ba46a36715c08f473,2.0,9.0,10.0,2.0,2.0,4.0,F17,1.0,1.0,3.0,1.0,9.0,10.0,0.0,3.0,1.0,,,,,,,,,,,2,1990.0,Man
2019-12-29,,ce8627c6a74fea178aaa82928c4d0020e7743abf,7.0,1.0,2.0,5.0,4.0,4.0,F17,5.0,1.0,5.0,,,,,,,,,,,,1.0,30.0,232.0,0.0,4.0,2,1982.0,Man(nen) en vrouw(en)
2020-05-31,,43841a8e560b6e62cd95f8fcae6e8befd0714104,7.0,9.0,10.0,1.0,1.0,5.0,H23,7.0,1.0,2.0,1.0,8.0,0.0,0.0,1.0,1.0,,,,,,,,,,,2,1965.0,Vrouw
2017-03-26,,45fb4dee6a212a67ab4be7c80b30f28d1f969e01,7.0,9.0,11.0,5.0,4.0,4.0,A02,7.0,1.0,9.0,1.0,1.0,0.0,4.0,2.0,1.0,,,,,,,,,,,2,1973.0,Vrouwen
2016-02-07,,19fad11b022da7b0a9a98007128119665960f742,4.0,1.0,3.0,4.0,4.0,3.0,F18,2.0,1.0,7.0,,,,,,,,,,,,1.0,48.0,325.0,0.0,4.0,2,1983.0,Man(nen) en vrouw(en)
2020-09-06,,85491581f07aa631213ae296237bd140b626ed5b,5.0,3.0,5.0,2.0,2.0,4.0,G20,4.0,1.0,3.0,1.0,15.0,2970.0,0.0,4.0,,1.0,39.0,2970.0,0.0,4.0,,,,,,2,1988.0,Man
